Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Strap Size (product.metafields.custom.strap_size),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Band material (product.metafields.shopify.band-material),Battery size (product.metafields.shopify.battery-size),Battery technology (product.metafields.shopify.battery-technology),Battery type (product.metafields.shopify.battery-type),Clasp type (product.metafields.shopify.clasp-type),Color (product.metafields.shopify.color-pattern),Operating system (product.metafields.shopify.operating-system),SIM card capability (product.metafields.shopify.sim-card-capability),Subscription type (product.metafields.shopify.subscription-type),Target gender (product.metafields.shopify.target-gender),Watch accessory style (product.metafields.shopify.watch-accessory-style),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
copy-of-mwc-1940s-1950s-dirty-dozen-pattern-general-service-watch-with-21-jewel-automatic-movement-2,Aeschbach WW2 Pattern Germany Luftwaffe / Reichsluftfahrtministerium (RLM) Pilots Watch with Sapphire Box Crystal and 21 Jewel Automatic Mechanical Movement,"<p><strong>SKU CODE: ABACH/DUHR1</strong></p>
<p>This automatic, self-winding military watch is a faithful reproduction of a classic World War II Aeschbach* design. It features a shatterproof and scratch-resistant sapphire crystal, a small subsidiary second-hand dial, and retains the timeless style used by the German Luftwaffe during the war. Originally issued to Luftwaffe pilots by the Reichsluftfahrtministerium (RLM/German Air Ministry) on a mission-by-mission basis, these watches were returned to the quartermaster after each mission.</p>
<p>This modern version closely replicates Aeschbach's original WWII models. While the authentic watches are rare and command high prices, this updated version remains almost indistinguishable in appearance, featuring enhancements for everyday practicality. The acrylic crystal from the original has been upgraded to sapphire for improved durability, and the 15-jewel hand-winding movement has been replaced with a 21-jewel self-winding automatic movement that also allows for manual winding if desired. The Watch also has a screw down locking crown to enhance water resistance and durability. These subtle updates ensure greater reliability while maintaining the historic design.</p>
<h3>Key Features:</h3>
<ul>
<li>
<strong>Case Material:</strong> Military-grade 316L stainless steel</li>
<li>
<strong>Crystal:</strong> Shatter- and scratch-resistant box sapphire, styled to mimic the original plexiglass</li>
<li>
<strong>Dial:</strong> Black with luminous markings</li>
<li>
<strong>Movement:</strong> 21-jewel automatic, with hacking and manual winding capabilities</li>
<li>
<strong>Water Resistance:</strong> 10ATM / 100M</li>
<li>
<strong>Crown: </strong>Stainless Steel Screw Down Locking</li>
<li>
<strong>Strap:</strong> 18mm black leather</li>
<li>
<strong>Lugs: </strong>Drilled Lugs</li>
<li>
<strong>Case Dimensions:</strong>
<ul>
<li>Diameter: 36.5 mm (excluding crown), 39 mm (including crown)</li>
<li>Lug-to-Lug: 43 mm</li>
<li>Thickness: 13.5 mm</li>
</ul>
</li>
<li>
<strong>Guarantee:</strong> 24 months</li>
<li>
<strong>Packaging:</strong> Supplied in a box with serial number engraved on the caseback</li>
</ul>
<hr>
<h3>Historical Context: Aeschbach Watches</h3>
<p>Aeschbach, established in 1923, was one of many Swiss and German manufacturers producing military watches during WWII for the Wehrmacht, Kriegsmarine, and Luftwaffe. Collecting these historical timepieces can be challenging due to the sheer number of manufacturers involved, with over 100 suppliers identified to date. A group of military watch enthusiasts has compiled a nearly comprehensive list of these manufacturers, which can be accessed on their website under ""WWII German Watches."" Contributions to fill in any gaps in their research are welcome.</p>
<h3>The Revival of Aeschbach</h3>
<p>Aeschbach, based in Pforzheim, faced devastating losses during WWII. Pforzheim, a southwestern German town known for its watchmaking industry, was heavily bombed during an RAF raid on February 23, 1945. The attack destroyed 83% of the town's buildings, including the Aeschbach workshops, and caused significant loss of life. Production ceased, and the company was presumed defunct.</p>
<p>Decades later, a surviving family member discovered original technical drawings and a small collection of watches while sorting through a deceased relative's belongings. This remarkable find provided the foundation to revive the brand, ensuring Aeschbach’s legacy continues.</p>
<p>This model, with its timeless design and thoughtful updates, celebrates the rich history of Aeschbach while offering modern reliability and durability.</p>
<p><em>MWC are the official authorised distributors for Aeschbach watches. </em></p>",Aeschbach,Apparel & Accessories > Jewelry > Watches,Classic Range,"Classic Range, Handwound & Automatic Models",true,Title,Default Title,,,,,,,,ABACH/DUHR1,0.0,shopify,deny,manual,279.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1140/1866/files/8F9F85EF-0F04-4D3A-B81B-D99005D169FF.png?v=1773902139,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
copy-of-mwc-1940s-1950s-dirty-dozen-pattern-general-service-watch-with-21-jewel-automatic-movement-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/products/ABACH_DUHR1-Side_JAN0419b.jpg?v=1773902139,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-mwc-1940s-1950s-dirty-dozen-pattern-general-service-watch-with-21-jewel-automatic-movement-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/products/ABACH_DUHR1backJAN0417b.jpg?v=1773902139,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-mwc-1940s-1950s-dirty-dozen-pattern-general-service-watch-with-21-jewel-automatic-movement-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/products/Aeschbach-1-box_JAN0404b.jpg?v=1773902139,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-mwc-1940s-1950s-dirty-dozen-pattern-general-service-watch-with-21-jewel-automatic-movement-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/products/LuftwaffePilotsWW2_d6622e9e-4157-4010-83d9-52e8946be563.jpg?v=1773902139,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-mwc-1940s-1950s-dirty-dozen-pattern-general-service-watch-with-21-jewel-automatic-movement-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/ABACH_DUHR1_and_HW.jpg?v=1773902139,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-mwc-1940s-1950s-dirty-dozen-pattern-general-service-watch-with-21-jewel-automatic-movement-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/ABACH-DUHR1_8.jpg?v=1773902139,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-mwc-1940s-1950s-dirty-dozen-pattern-general-service-watch-with-21-jewel-automatic-movement-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/ABACH-DUHR15.jpg?v=1773902139,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-mwc-1940s-1950s-dirty-dozen-pattern-general-service-watch-with-21-jewel-automatic-movement-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/ABACH-DUHR11_f8242e1e-1d0e-493a-8b83-a1d9eeef44d2.jpg?v=1773902139,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-mwc-1940s-1950s-dirty-dozen-pattern-general-service-watch-with-21-jewel-automatic-movement-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/ABACH_DUHR1.jpg?v=1773902139,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-mwc-1940s-1950s-dirty-dozen-pattern-general-service-watch-with-21-jewel-automatic-movement-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/HE_AESCHBACH_DUHR1_2_4a0a9ef4-2628-482d-a0ff-cf2038aa68c1.jpg?v=1773902139,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeschbach-ww2-pattern-luftwaffe-reichsluftfahrtministerium-rlm-pilots-watch-with-21-jewel-automatic-mechanical-movement,Aeschbach WW2 Pattern German Wehrmacht & Luftwaffe Dienstuhr (Army/Airforce Service Watch) with 21 Jewel Automatic Mechanical Movement,"<p data-end=""92"" data-start=""65""><strong data-end=""90"" data-start=""65"">SKU Code: ABACH/DUHR2</strong></p>
<p data-end=""417"" data-start=""94"">This <strong data-end=""150"" data-start=""99"">automatic self-winding Aeschbach military watch</strong> is a faithful recreation of the classic WWII designs used by the <strong data-end=""250"" data-start=""216"">German Wehrmacht and Luftwaffe</strong>. While original wartime models are now rare and highly sought after, this modern version remains <strong data-end=""377"" data-start=""348"">visually almost identical</strong> to the factory's WWII-era timepieces.</p>
<p data-end=""887"" data-start=""419"">Staying true to its heritage, this watch retains the <strong data-end=""491"" data-start=""472"">acrylic crystal</strong> used in the originals but upgrades the <strong data-end=""574"" data-start=""531"">15-jewel hand-wound mechanical movement</strong> to a <strong data-end=""624"" data-start=""580"">21-jewel self-winding automatic movement</strong>. It also includes a <strong data-end=""670"" data-start=""645"">manual winding option</strong>, ensuring both historical accuracy and modern convenience. The result is a watch that maintains its <strong data-end=""803"" data-start=""771"">authentic outward appearance</strong> while offering <strong data-end=""842"" data-start=""819"">subtle improvements</strong> for enhanced practicality in everyday use.</p>
<h3 data-end=""920"" data-start=""889""><strong data-end=""918"" data-start=""893"">Historical Background</strong></h3>
<p data-end=""1265"" data-start=""922"">During World War II, the <strong data-end=""989"" data-start=""947"">Wehrmacht, Kriegsmarine, and Luftwaffe</strong> sourced their timepieces from numerous <strong data-end=""1063"" data-start=""1029"">Swiss and German manufacturers</strong>, including <strong data-end=""1088"" data-start=""1075"">Aeschbach</strong>, which was established in 1923 and still exists today. Due to the sheer number of wartime watch suppliers—more than 100—collecting <strong data-end=""1247"" data-start=""1220"">German military watches</strong> can be complex.</p>
<p data-end=""1526"" data-start=""1267"">A dedicated group of military watch enthusiasts has compiled a <strong data-end=""1352"" data-start=""1330"">comprehensive list</strong> of these manufacturers, available online: <a rel=""noopener"" href=""https://military-watches.net/ww2-german-watches"" target=""_blank""><strong data-end=""1417"" data-start=""1395"">WW2 German Watches</strong></a>. The list is nearly complete, but additional contributions are welcome to help fill in any remaining gaps.</p>
<h3 data-end=""1552"" data-start=""1528""><strong data-end=""1550"" data-start=""1532"">Specifications</strong></h3>
<ul data-end=""2187"" data-start=""1554"">
<li data-end=""1627"" data-start=""1554"">
<strong data-end=""1574"" data-start=""1556"">Case Diameter:</strong> 36.5 mm (excluding crown), 39 mm (including crown)</li>
<li data-end=""1653"" data-start=""1628"">
<strong data-end=""1645"" data-start=""1630"">Lug to Lug:</strong> 43 mm</li>
<li data-end=""1680"" data-start=""1654"">
<strong data-end=""1670"" data-start=""1656"">Thickness:</strong> 13.5 mm</li>
<li data-end=""1714"" data-start=""1681"">
<strong data-end=""1696"" data-start=""1683"">Lug Type:</strong> Drilled</li>
<li data-end=""1741"" data-start=""1715"">
<strong data-end=""1733"" data-start=""1717"">Dial Colour:</strong> Black</li>
<li data-end=""1785"" data-start=""1742"">
<strong data-end=""1762"" data-start=""1744"">Case Material:</strong> 316L stainless steel</li>
<li data-end=""1824"" data-start=""1786"">
<strong data-end=""1801"" data-start=""1788"">Caseback:</strong> 316L stainless steel</li>
<li data-end=""1860"" data-start=""1825"">
<strong data-end=""1837"" data-start=""1827"">Crown:</strong> 316L stainless steel</li>
<li data-end=""1899"" data-start=""1861"">
<strong data-end=""1884"" data-start=""1863"">Water Resistance:</strong> 5 ATM (50 m)</li>
<li data-end=""1963"" data-start=""1900"">
<strong data-end=""1915"" data-start=""1902"">Movement:</strong> 21-jewel automatic with 36-hour power reserve</li>
<li data-end=""2001"" data-start=""1964"">
<strong data-end=""1978"" data-start=""1966"">Crystal:</strong> Plexiglass / Perspex</li>
<li data-end=""2037"" data-start=""2002"">
<strong data-end=""2026"" data-start=""2004"">Luminous Material:</strong> Luminova</li>
<li data-end=""2085"" data-start=""2038"">
<strong data-end=""2058"" data-start=""2040"">Serial Number:</strong> Engraved on the caseback</li>
<li data-end=""2119"" data-start=""2086"">
<strong data-end=""2098"" data-start=""2088"">Strap:</strong> 18mm black leather</li>
<li data-end=""2159"" data-start=""2120"">
<strong data-end=""2139"" data-start=""2122"">Presentation:</strong> Supplied in a box</li>
<li data-end=""2187"" data-start=""2160"">
<strong data-end=""2175"" data-start=""2162"">Warranty:</strong> 24 months</li>
</ul>
<h3 data-end=""2231"" data-start=""2189""><strong data-end=""2229"" data-start=""2193"">The History of Aeschbach Watches</strong></h3>
<p data-end=""2653"" data-start=""2233"">Aeschbach was a <strong data-end=""2284"" data-start=""2249"">leading WWII watch manufacturer</strong> but suffered significant losses during the war. The company was based in <strong data-end=""2371"" data-start=""2358"">Pforzheim</strong>, a key German watchmaking center, which was <strong data-end=""2434"" data-start=""2416"">heavily bombed</strong> during an <strong data-end=""2482"" data-start=""2445"">RAF air raid on February 23, 1945</strong>. This attack destroyed approximately <strong data-end=""2539"" data-start=""2520"">83% of the city</strong>, killed nearly <strong data-end=""2572"" data-start=""2555"">17,600 people</strong>, and <strong data-end=""2593"" data-start=""2578"">obliterated</strong> the Aeschbach workshops, halting production indefinitely.</p>
<p data-end=""3029"" data-start=""2655"">However, the <strong data-end=""2688"" data-start=""2668"">Aeschbach legacy</strong> was revived when a <strong data-end=""2725"" data-start=""2708"">family member</strong> discovered <strong data-end=""2806"" data-start=""2737"">surviving technical drawings and a collection of original watches</strong> while sorting through an elderly relative’s belongings. This find paved the way for the <strong data-end=""2928"" data-start=""2895"">relaunch of Aeschbach watches</strong>, ensuring that their <strong data-end=""3000"" data-start=""2950"">historical craftsmanship and military heritage</strong> continue to live on today.</p>
<p><em>MWC are official distributors for Aeschbach watches.</em></p>",Aeschbach,Apparel & Accessories > Jewelry > Watches,Classic Range,"Classic Range, Handwound & Automatic Models",true,Title,Default Title,,,,,,,,ABACH/DUHR2,0.0,shopify,deny,manual,239.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1140/1866/products/ABACH_DUHR2_JUL0004b.jpg?v=1657575621,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
aeschbach-ww2-pattern-luftwaffe-reichsluftfahrtministerium-rlm-pilots-watch-with-21-jewel-automatic-mechanical-movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/products/ABACH_DUHR2-Night_JUL0042b.jpg?v=1657575621,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeschbach-ww2-pattern-luftwaffe-reichsluftfahrtministerium-rlm-pilots-watch-with-21-jewel-automatic-mechanical-movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/products/ABACH_DUHR1-Side_JAN0419b_d21517c9-2976-4ad7-bb4d-30fddb95ff4b.jpg?v=1657575621,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeschbach-ww2-pattern-luftwaffe-reichsluftfahrtministerium-rlm-pilots-watch-with-21-jewel-automatic-mechanical-movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/products/ABACH_DUHR2-caseback.webp?v=1657575621,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeschbach-ww2-pattern-luftwaffe-reichsluftfahrtministerium-rlm-pilots-watch-with-21-jewel-automatic-mechanical-movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/products/ABACH_DUHR2-in-box_JUL0051b.jpg?v=1657575621,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeschbach-ww2-pattern-luftwaffe-reichsluftfahrtministerium-rlm-pilots-watch-with-21-jewel-automatic-mechanical-movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/products/ABACH_DUHR2-box__JUL0056b.jpg?v=1657575621,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeschbach-ww2-pattern-luftwaffe-reichsluftfahrtministerium-rlm-pilots-watch-with-21-jewel-automatic-mechanical-movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/products/LuftwaffePilotsWW2.jpg?v=1657970348,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-elvia-1950s-pattern-25-jewel-automatic-watch-with-retro-luminous-paint-sapphire-crystal-and-calf-leather-strap-1,"Aeschbach 1950s Pattern 25 Jewel Automatic, 200m Water Resistant Watch with Retro Luminous Paint, Sapphire Crystal & Calf Leather Strap","<p><strong>SKU Code: ABACH/BE57</strong></p>
<p>This watch is based on a 1957 pattern and features a box sapphire crystal, visually identical to the original plexiglass crystal. The movement is a Ronda R 150 or equivalent, a sophisticated 25-jewel automatic movement with an impressive frequency of 28,800 vibrations per hour (4Hz). This precision-crafted powerhouse boasts a substantial 38-hour power reserve, ensuring enduring performance. Notably equipped with hacking and hand-winding capabilities, it exemplifies both efficiency and convenience.</p>
<p>The watch uses Luminova instead of Tritium, which was used in the 1950s. The main advantage of Luminova is that it does not deteriorate with age and is non-radioactive. On this particular variant, the luminous paint color is identical to the original 1950s models.</p>
<p>This watch measures 39mm in diameter and comes with a high-quality calf leather strap and a presentation box.</p>
<h3>Dimensions and Specifications:</h3>
<ul>
<li>
<strong>Case Material:</strong> Stainless Steel</li>
<li>
<strong>Width Excluding Crown:</strong> 36 mm</li>
<li>
<strong>Width Including Crown:</strong> 39.5 mm</li>
<li>
<strong>Thickness with Crystal:</strong> 13.3 mm</li>
<li>
<strong>Lug to Lug:</strong> 43.5 mm</li>
<li>
<strong>Water Resistance:</strong> 200m / 660ft</li>
<li>
<strong>Movement:</strong> 25 Jewel Ronda R 150 or equivalent</li>
<li>
<strong>Power Reserve:</strong> 38 hours</li>
<li>
<strong>Crown:</strong> Screw-down locking</li>
<li>
<strong>Caseback:</strong> Screw</li>
<li>
<strong>Crystal:</strong> Sapphire</li>
<li>
<strong>Luminous Paint:</strong> Luminova</li>
<li>
<strong>Strap:</strong> 20mm Calf Leather</li>
</ul>
<h3>The History of Aeschbach Watches</h3>
<p>Originally founded in 1923, Aeschbach Watches was a leading manufacturer for the Wehrmacht, Kriegsmarine, and Luftwaffe during WWII. The company faced significant misfortune during the war, as it was located in Pforzheim, a town heavily bombed by the Royal Air Force on February 23, 1945. The attack resulted in the deaths of approximately 17,600 people and destroyed about 83% of Pforzheim's buildings, including the Aeschbach workshops.</p>
<p>However, the company saw a revival when a family member discovered original technical drawings and a quantity of surviving watches while sorting through a deceased relative's belongings. This find enabled the restart of Aeschbach Watches, marking its return to the market.</p>
<h3>Benefits of Sapphire Crystal</h3>
<p>Sapphire crystal is superior to the original plexiglass due to its strength, shatter, and scratch resistance. These characteristics make it appealing to military and security personnel, police officers, and those who lead active outdoor lifestyles, accounting for over 70% of our customers. Plexiglass, used in the 1960s, was easily scratched and prone to cracking, limiting water resistance. Sapphire crystals, heat-treated to remove internal stresses and coated with two layers of anti-reflective coating, offer unmatched durability. Although more expensive, sapphire is typically found in higher-end watches and is now used in the latest iPhone models.</p>
<p><strong>MWC are official distributors for Aeschbach Watches.</strong></p>
<p data-mce-fragment=""1""> </p>",Aeschbach,Apparel & Accessories > Jewelry > Watches,"","Handwound & Automatic Models, new arrivals",true,Title,Default Title,,,,,,,,ABACH/BE57,0.0,shopify,deny,manual,379.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1140/1866/files/ABACH_BE57FrontS.jpg?v=1698329775,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
copy-of-elvia-1950s-pattern-25-jewel-automatic-watch-with-retro-luminous-paint-sapphire-crystal-and-calf-leather-strap-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/ABACH_BE57-SIDE.jpg?v=1698390835,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-elvia-1950s-pattern-25-jewel-automatic-watch-with-retro-luminous-paint-sapphire-crystal-and-calf-leather-strap-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/ABACH_BE57BackS.jpg?v=1698390835,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-elvia-1950s-pattern-25-jewel-automatic-watch-with-retro-luminous-paint-sapphire-crystal-and-calf-leather-strap-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/25J-Range_1.jpg?v=1706698364,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-elvia-1950s-pattern-25-jewel-automatic-watch-with-retro-luminous-paint-sapphire-crystal-and-calf-leather-strap-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/ABACH_DUHR2-box__JUL0056b_84f4af82-ed31-498e-9ccc-5b97eccc83cf.jpg?v=1706698364,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-elvia-1950s-pattern-25-jewel-automatic-watch-with-retro-luminous-paint-sapphire-crystal-and-calf-leather-strap-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/HE_AESCHBACH_DUHR1.jpg?v=1734195941,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
